OBJECTID,TrapID,TrapLoc,Filename,StartYear,StartMonth,StartDay,EndYear,EndMonth,EndDay,Trapline,TrapNum,Trap_Brand,Trap_size,Trap_numDoors,Easting,Northing,GPS_Date,Comments
98,B_57_3,3,B_Traps_5_27_2010_to_pres,2010,5,27,NA,NA,NA,B,57, , ,2,787346.4541,2298259.918,6/21/2010 0:00, 
,B_58_1,1,,NA,NA,NA,2003,9,15,B,58,,,,,,,
194,B_58_2,2,B_Traps2003_to_5_27_2010,2003,9,15,2010,5,27,B,58,,,0,787870.4461,2298816.672,12/30/1899 0:00:00,Hand drawn 3/11/13
99,B_58_3,3,B_Traps_5_27_2010_to_pres,2010,5,27,NA,NA,NA,B,58, , ,2,787349.1164,2298271.512,6/21/2010 0:00, 
110,B_59_1,1,B_Traps_to_2003,NA,NA,NA,2003,9,15,B,59,,,0,787831.7082,2298804.089,1/14/1997 0:00,B 59 until moved on 9/15/03
195,B_59_2,2,B_Traps2003_to_5_27_2010,2003,9,15,2010,5,27,B,59,,,0,787837.3731,2298836.515,12/30/1899 0:00:00,Hand drawn 3/11/13
100,B_59_3,3,B_Traps_5_27_2010_to_pres,2010,5,27,NA,NA,NA,B,59, , ,2,787348.159,2298312.992,6/21/2010 0:00, 
,B_6_1,1,,NA,NA,NA,2003,9,15,B,6,,,,,,,
172,B_6_2,2,B_Traps2003_to_5_27_2010,2003,9,15,2010,5,27,B,6,,,0,788420.7715,2296067.793,1/14/1997 0:00,B 06
47,B_6_3,3,B_Traps_5_27_2010_to_pres,2010,5,27,NA,NA,NA,B,6, , ,2,788401.2122,2296023.542,6/21/2010 0:00, 
111,B_60_1,1,B_Traps_to_2003,NA,NA,NA,2003,9,15,B,60,,,0,787720.3072,2298737.903,1/14/1997 0:00,B 60 until moved on 9/15/03
196,B_60_2,2,B_Traps2003_to_5_27_2010,2003,9,15,2010,5,27,B,60,,,0,787796.3626,2298860.328,12/30/1899 0:00:00,Hand drawn 3/11/13
101,B_60_3,3,B_Traps_5_27_2010_to_pres,2010,5,27,NA,NA,NA,B,60, , ,2,787334.0392,2298362.217,6/21/2010 0:00, 
126,B_61_1,1,B_Traps_to_2003,NA,NA,NA,2003,3,11,B,61,,,0,787689.5073,2298724.831,12/30/1899 0:00:00,Hand drawn 3/11/13
197,B_61_2,2,B_Traps2003_to_5_27_2010,2003,9,15,2010,5,27,B,61,,,0,787769.9042,2298877.526,12/30/1899 0:00:00,Hand drawn 3/11/13
102,B_61_3,3,B_Traps_5_27_2010_to_pres,2010,5,27,NA,NA,NA,B,61, , ,2,787323.3968,2298410.394,6/21/2010 0:00, 
,B_62_1,1,,NA,NA,NA,2003,3,11,B,62,,,,,,,
198,B_62_2,2,B_Traps2003_to_5_27_2010,2003,9,15,2010,5,27,B,62,,,0,787736.8312,2298892.078,12/30/1899 0:00:00,Hand drawn 3/11/13
103,B_62_3,3,B_Traps_5_27_2010_to_pres,2010,5,27,NA,NA,NA,B,62, , ,2,787304.2452,2298460.296,6/21/2010 0:00, 
112,B_63_1,1,B_Traps_to_2003,NA,NA,NA,2003,9,15,B,63,,,0,787605.8448,2298678.702,1/14/1997 0:00,B  63 until moved on 9/15/03
199,B_63_2,2,B_Traps2003_to_5_27_2010,2003,9,15,2010,5,27,B,63,,,0,787711.6958,2298909.276,12/30/1899 0:00:00,Hand drawn 3/11/13
104,B_63_3,3,B_Traps_5_27_2010_to_pres,2010,5,27,NA,NA,NA,B,63, , ,2,787279.606,2298506.818,6/21/2010 0:00, 
113,B_64_1,1,B_Traps_to_2003,NA,NA,NA,2003,9,15,B,64,,,0,787599.7264,2298591.476,1/14/1997 0:00,B 64 until moved on 9/15/03
,B_64_2,2,,2003,9,15,2010,5,27,B,64,,,,,,,
105,B_64_3,3,B_Traps_5_27_2010_to_pres,2010,5,27,NA,NA,NA,B,64, , ,2,787235.9208,2298547.73,6/21/2010 0:00, 
114,B_65_1,1,B_Traps_to_2003,NA,NA,NA,2003,9,15,B,65,,,0,787586.7681,2298523.837,1/14/1997 0:00,B 65 until moved on 9/15/03
181,B_65_2,2,B_Traps2003_to_5_27_2010,2003,9,15,2010,5,27,B,65,,,0,787558.564,2298992.723,12/16/2010 0:00, 
106,B_65_3,3,B_Traps_5_27_2010_to_pres,2010,5,27,NA,NA,NA,B,65, , ,2,787222.5759,2298597.266,6/21/2010 0:00, 
115,B_66_1,1,B_Traps_to_2003,NA,NA,NA,2003,9,15,B,66,,,0,787512.8016,2298474.525,1/14/1997 0:00,B 66 until moved on 9/15/03
182,B_66_2,2,B_Traps2003_to_5_27_2010,2003,9,15,2010,5,27,B,66,,,0,787526.2036,2298999.645,12/16/2010 0:00, 
107,B_66_3,3,B_Traps_5_27_2010_to_pres,2010,5,27,NA,NA,NA,B,66, , ,2,787248.794,2298672.292,6/21/2010 0:00, 
116,B_67_1,1,B_Traps_to_2003,NA,NA,NA,2003,9,15,B,67,,,0,787443.2189,2298438.279,1/14/1997 0:00,B 67 until moved on 9/15/03
183,B_67_2,2,B_Traps2003_to_5_27_2010,2003,9,15,2010,5,27,B,67,,,0,787489.53,2299004.526,12/16/2010 0:00, 
108,B_67_3,3,B_Traps_5_27_2010_to_pres,2010,5,27,NA,NA,NA,B,67, , ,2,787252.1079,2298765.538,6/21/2010 0:00, 
117,B_68_1,1,B_Traps_to_2003,NA,NA,NA,2003,9,15,B,68,,,0,787426.4873,2298376.05,1/14/1997 0:00,B 68 until moved on 9/15/03
184,B_68_2,2,B_Traps2003_to_5_27_2010,2003,9,15,2010,5,27,B,68,,,0,787443.5617,2299012.763,12/16/2010 0:00, 
109,B_68_3,3,B_Traps_5_27_2010_to_pres,2010,5,27,NA,NA,NA,B,68, , ,2,787215.7434,2298793.293,6/21/2010 0:00, 
118,B_69_1,1,B_Traps_to_2003,NA,NA,NA,2003,9,15,B,69,,,0,787341.8835,2298345.371,1/14/1997 0:00,B  69 until moved on 9/15/03
185,B_69_2,2,B_Traps2003_to_5_27_2010,2003,9,15,2010,5,27,B,69,,,0,787403.406,2299001.955,12/16/2010 0:00, 
,B_69_3,3,,2010,5,27,NA,NA,NA,B,69,,,,,,,
,B_7_1,1,,NA,NA,NA,2003,9,15,B,7,,,,,,,
177,B_7_2,2,B_Traps2003_to_5_27_2010,2003,9,15,2010,5,27,B,7,,,0,788447.0482,2296152.013,1/14/1997 0:00,B 07
48,B_7_3,3,B_Traps_5_27_2010_to_pres,2010,5,27,NA,NA,NA,B,7, , ,2,788424.8748,2296088.899,6/21/2010 0:00, 
119,B_70_1,1,B_Traps_to_2003,NA,NA,NA,2003,9,15,B,70,,,0,787329.5634,2298401.211,1/14/1997 0:00,B 70 until moved on 9/15/03
186,B_70_2,2,B_Traps2003_to_5_27_2010,2003,9,15,2010,5,27,B,70,,,0,787372.1224,2299048.68,12/16/2010 0:00, 
,B_70_3,3,,2010,5,27,NA,NA,NA,B,70,,,,,,,
120,B_71_1,1,B_Traps_to_2003,NA,NA,NA,2003,9,15,B,71,,,0,787302.7416,2298447.184,1/14/1997 0:00,B 71 until moved on 9/15/03
187,B_71_2,2,B_Traps2003_to_5_27_2010,2003,9,15,2010,5,27,B,71,,,0,787363.6058,2299100.569,12/16/2010 0:00, 
,B_71_3,3,,2010,5,27,NA,NA,NA,B,71,,,,,,,
121,B_72_1,1,B_Traps_to_2003,NA,NA,NA,2003,9,15,B,72,,,0,787293.761,2298503.683,1/14/1997 0:00,B 72 until moved on 9/15/03
188,B_72_2,2,B_Traps2003_to_5_27_2010,2003,9,15,2010,5,27,B,72,,,0,787316.7566,2299081.98,12/16/2010 0:00, 
,B_72_3,3,,2010,5,27,NA,NA,NA,B,72,,,,,,,
122,B_73_1,1,B_Traps_to_2003,NA,NA,NA,2003,9,15,B,73,,,0,787256.3167,2298535.271,1/14/1997 0:00,B 73 until moved on 9/15/03
189,B_73_2,2,B_Traps2003_to_5_27_2010,2003,9,15,2010,5,27,B,73,,,0,787289.5108,2299048.678,12/16/2010 0:00, 
,B_73_3,3,,2010,5,27,NA,NA,NA,B,73,,,,,,,
123,B_74_1,1,B_Traps_to_2003,NA,NA,NA,2003,9,15,B,74,,,0,787210.141,2298575.301,1/14/1997 0:00,B 74 until moved on 9/15/03
190,B_74_2,2,B_Traps2003_to_5_27_2010,2003,9,15,2010,5,27,B,74,,,0,787265.4302,2299052.696,12/16/2010 0:00, 
,B_74_3,3,,2010,5,27,NA,NA,NA,B,74,,,,,,,
124,B_75_1,1,B_Traps_to_2003,NA,NA,NA,2003,9,15,B,75,,,0,787252.6064,2298672.849,1/14/1997 0:00,B 75 until moved on 9/15/03
191,B_75_2,2,B_Traps2003_to_5_27_2010,2003,9,15,2010,5,27,B,75,,,0,787268.5322,2299125.031,12/16/2010 0:00, 
,B_75_3,3,,2010,5,27,NA,NA,NA,B,75,,,,,,,
125,B_76_1,1,B_Traps_to_2003,NA,NA,NA,2003,9,15,B,76,,,0,787284.6881,2298788.544,1/14/1997 0:00,B 76 until moved on 9/15/03
192,B_76_2,2,B_Traps2003_to_5_27_2010,2003,9,15,2010,5,27,B,76,,,0,787250.0669,2299172.236,12/16/2010 0:00, 
,B_76_3,3,,2010,5,27,NA,NA,NA,B,76,,,,,,,
,B_77_1,1,,NA,NA,NA,2003,9,15,B,77,,,0,787284.6881,2298788.544,1/14/1997 0:00,B 76 until moved on 9/15/03
193,B_77_2,2,B_Traps2003_to_5_27_2010,2003,9,15,2010,5,27,B,77,,,0,787206.7111,2299190.919,12/16/2010 0:00, 
,B_77_3,3,,2010,5,27,NA,NA,NA,B,77,,,,,,,
,B_8_1,1,,NA,NA,NA,2003,9,15,B,8,,,,,,,
178,B_8_2,2,B_Traps2003_to_5_27_2010,2003,9,15,2010,5,27,B,8,,,0,788510.4781,2296210.709,1/14/1997 0:00,B 08
49,B_8_3,3,B_Traps_5_27_2010_to_pres,2010,5,27,NA,NA,NA,B,8, , ,2,788459.8423,2296163.138,6/21/2010 0:00, 
,B_9_1,1,,NA,NA,NA,2003,9,15,B,9,,,,,,,
173,B_9_2,2,B_Traps2003_to_5_27_2010,2003,9,15,2010,5,27,B,9,,,0,788548.0177,2296296.643,1/14/1997 0:00,B 09
50,B_9_3,3,B_Traps_5_27_2010_to_pres,2010,5,27,NA,NA,NA,B,9, , ,2,788520.5332,2296233.488,6/21/2010 0:00, 
253,C_1_1,1,C_Traps_to_9_16_2008,NA,NA,NA,2008,9,16,C,1,,,0,786676.0646,2297937.197,5/30/1997 0:00,C1
200,C_1_2,2,C_Traps_9_16_2008_to_pres,2008,9,16,NA,NA,NA,C,1,tomahawk,large,2,786672.2027,2297925.883,8/17/2011 0:00, 
233,C_10_1,1,C_Traps_to_9_16_2008,NA,NA,NA,2008,9,16,C,10,,,0,786582.6377,2297930.745,5/30/1997 0:00,C10
209,C_10_2,2,C_Traps_9_16_2008_to_pres,2008,9,16,NA,NA,NA,C,10,tomahawk, ,2,786662.3185,2297975.51,8/17/2011 0:00, 
234,C_11_1,1,C_Traps_to_9_16_2008,NA,NA,NA,2008,9,16,C,11,,,0,786582.582,2297974.518,5/30/1997 0:00,C11
210,C_11_2,2,C_Traps_9_16_2008_to_pres,2008,9,16,NA,NA,NA,C,11,tomahawk, ,2,786623.8102,2297962.808,8/17/2011 0:00, 
235,C_12_1,1,C_Traps_to_9_16_2008,NA,NA,NA,2008,9,16,C,12,,,0,786548.767,2298018.682,5/30/1997 0:00,C12 removed on 9/21/04
211,C_12_2,2,C_Traps_9_16_2008_to_pres,2008,9,16,NA,NA,NA,C,12,tomahawk, ,2,786604.901,2297920.809,8/17/2011 0:00, 
236,C_13_1,1,C_Traps_to_9_16_2008,NA,NA,NA,2008,9,16,C,13,,,0,786525.7751,2298021.399,5/30/1997 0:00,C13 removed on 9/21/04
212,C_13_2,2,C_Traps_9_16_2008_to_pres,2008,9,16,NA,NA,NA,C,13,tomahawk, ,2,786526.9256,2297888.027,8/17/2011 0:00, 
,C_14_1,1,,NA,NA,NA,2008,9,16,C,14,,,,,,,
213,C_14_2,2,C_Traps_9_16_2008_to_pres,2008,9,16,NA,NA,NA,C,14,tomahawk, ,2,786489.0574,2297834.355,8/17/2011 0:00, 
237,C_15_1,1,C_Traps_to_9_16_2008,NA,NA,NA,2008,9,16,C,15,,,0,786514.5121,2298044.156,5/30/1997 0:00,C15 removed on 9/21/04
214,C_15_2,2,C_Traps_9_16_2008_to_pres,2008,9,16,NA,NA,NA,C,15,tomahawk, ,2,786464.1317,2297813.553,8/17/2011 0:00, 
238,C_16_1,1,C_Traps_to_9_16_2008,NA,NA,NA,2008,9,16,C,16,,,0,786526.4337,2298057.974,5/30/1997 0:00,C16 removed on 9/21/04
215,C_16_2,2,C_Traps_9_16_2008_to_pres,2008,9,16,NA,NA,NA,C,16,tomahawk, ,2,786490.8807,2297803.204,8/17/2011 0:00, 
,C_17_1,1,,NA,NA,NA,2008,9,16,C,17,,,,,,,
216,C_17_2,2,C_Traps_9_16_2008_to_pres,2008,9,16,NA,NA,NA,C,17,tomahawk, ,2,786495.7886,2297779.732,8/17/2011 0:00, 
,C_18_1,1,,NA,NA,NA,2008,9,16,C,18,,,,,,,
217,C_18_2,2,C_Traps_9_16_2008_to_pres,2008,9,16,NA,NA,NA,C,18,tomahawk, ,2,786527.1241,2297774.243,8/17/2011 0:00, 
,C_19_1,1,,NA,NA,NA,2008,9,16,C,19,,,,,,,
218,C_19_2,2,C_Traps_9_16_2008_to_pres,2008,9,16,NA,NA,NA,C,19,tomahawk, ,2,786535.4674,2297795.358,8/17/2011 0:00, 
254,C_2_1,1,C_Traps_to_9_16_2008,NA,NA,NA,2008,9,16,C,2,,,0,786696.7411,2297904.381,5/30/1997 0:00,C2
201,C_2_2,2,C_Traps_9_16_2008_to_pres,2008,9,16,NA,NA,NA,C,2,tomahawk,large,2,786697.2923,2297899.746,8/17/2011 0:00, 
,C_20_1,1,,NA,NA,NA,2008,9,16,C,20,,,,,,,
219,C_20_2,2,C_Traps_9_16_2008_to_pres,2008,9,16,NA,NA,NA,C,20,tomahawk, ,2,786539.1703,2297820.188,8/17/2011 0:00, 
,C_21_1,1,,NA,NA,NA,2008,9,16,C,21,,,,,,,
221,C_21_2,2,C_Traps_9_16_2008_to_pres,2008,9,16,NA,NA,NA,C,21,tomahawk, ,2,786563.285,2297829.818,8/17/2011 0:00, 
241,C_22_1,1,C_Traps_to_9_16_2008,NA,NA,NA,2008,9,16,C,22,,,0,786535.1715,2297832.759,5/30/1997 0:00,C22
220,C_22_2,2,C_Traps_9_16_2008_to_pres,2008,9,16,NA,NA,NA,C,22,tomahawk, ,2,786635.0605,2297815.825,8/17/2011 0:00, 
240,C_23_1,1,C_Traps_to_9_16_2008,NA,NA,NA,2008,9,16,C,23,,,0,786565.3441,2297859.917,5/30/1997 0:00,C23
222,C_23_2,2,C_Traps_9_16_2008_to_pres,2008,9,16,NA,NA,NA,C,23,tomahawk, ,2,786629.9504,2297846.355,8/17/2011 0:00, 
242,C_24_1,1,C_Traps_to_9_16_2008,NA,NA,NA,2008,9,16,C,24,,,0,786558.7113,2297830.814,5/30/1997 0:00,C24
223,C_24_2,2,C_Traps_9_16_2008_to_pres,2008,9,16,NA,NA,NA,C,24,tomahawk, ,2,786632.5427,2297877.632,8/17/2011 0:00, 
243,C_25_1,1,C_Traps_to_9_16_2008,NA,NA,NA,2008,9,16,C,25,,,0,786586.3213,2297848.857,5/30/1997 0:00,C25
224,C_25_2,2,C_Traps_9_16_2008_to_pres,2008,9,16,NA,NA,NA,C,25,tomahawk, ,2,786650.4415,2297876.703,8/17/2011 0:00, 
239,C_27_1,1,C_Traps_to_9_16_2008,NA,NA,NA,2008,9,16,C,27,,,0,786632.0749,2297890.596,5/30/1997 0:00,C27
,C_27_2,2,,2008,9,16,NA,NA,NA,C,27,,,,,,,
255,C_3_1,1,C_Traps_to_9_16_2008,NA,NA,NA,2008,9,16,C,3,,,0,786701.5506,2297924.513,5/30/1997 0:00,C3
202,C_3_2,2,C_Traps_9_16_2008_to_pres,2008,9,16,NA,NA,NA,C,3,tomahawk, ,2,786733.1713,2297925.032,8/17/2011 0:00, 
228,C_30_1,1,C_Traps_to_9_16_2008,NA,NA,NA,2008,9,16,C,30,,,0,786663.1495,2297973.529,5/30/1997 0:00,C30
,C_30_2,2,,2008,9,16,NA,NA,NA,C,30,,,,,,,
231,C_31_1,1,C_Traps_to_9_16_2008,NA,NA,NA,2008,9,16,C,31,,,0,786650.4805,2297982.143,5/30/1997 0:00,C31
,C_31_2,2,,2008,9,16,NA,NA,NA,C,31,,,,,,,
229,C_32_1,1,C_Traps_to_9_16_2008,NA,NA,NA,2008,9,16,C,32,,,0,786651.7912,2298010.411,5/30/1997 0:00,C32
,C_32_2,2,,2008,9,16,NA,NA,NA,C,32,,,,,,,
230,C_33_1,1,C_Traps_to_9_16_2008,NA,NA,NA,2008,9,16,C,33,,,0,786648.5173,2297988.735,5/30/1997 0:00,C33
,C_33_2,2,,2008,9,16,NA,NA,NA,C,33,,,,,,,
244,C_34_1,1,C_Traps_to_9_16_2008,NA,NA,NA,2008,9,16,C,34,,,0,786599.4819,2297775.998,5/30/1997 0:00,C34
,C_34_2,2,,2008,9,16,NA,NA,NA,C,34,,,,,,,
245,C_35_1,1,C_Traps_to_9_16_2008,NA,NA,NA,2008,9,16,C,35,,,0,786631.7087,2297713.784,5/30/1997 0:00,C35
,C_35_2,2,,2008,9,16,NA,NA,NA,C,35,,,,,,,
246,C_36_1,1,C_Traps_to_9_16_2008,NA,NA,NA,2008,9,16,C,36,,,0,786626.6583,2297666.344,5/30/1997 0:00,C36
,C_36_2,2,,2008,9,16,NA,NA,NA,C,36,,,,,,,
247,C_37_1,1,C_Traps_to_9_16_2008,NA,NA,NA,2008,9,16,C,37,,,0,786601.5692,2297619.265,5/30/1997 0:00,C37
,C_37_2,2,,2008,9,16,NA,NA,NA,C,37,,,,,,,
248,C_38_1,1,C_Traps_to_9_16_2008,NA,NA,NA,2008,9,16,C,38,,,0,786600.8616,2297588.137,5/30/1997 0:00,C38
,C_38_2,2,,2008,9,16,NA,NA,NA,C,38,,,,,,,
249,C_39_1,1,C_Traps_to_9_16_2008,NA,NA,NA,2008,9,16,C,39,,,0,786677.4957,2297576.48,5/30/1997 0:00,C39
,C_39_2,2,,2008,9,16,NA,NA,NA,C,39,,,,,,,
,C_4_1,1,,NA,NA,NA,2008,9,16,C,4,,,,,,,
203,C_4_2,2,C_Traps_9_16_2008_to_pres,2008,9,16,NA,NA,NA,C,4,tomahawk, ,2,786756.7999,2297952.631,8/17/2011 0:00, 
250,C_40_1,1,C_Traps_to_9_16_2008,NA,NA,NA,2008,9,16,C,40,,,0,786742.9043,2297619.136,5/30/1997 0:00,C40
,C_40_2,2,,2008,9,16,NA,NA,NA,C,40,,,,,,,
251,C_41_1,1,C_Traps_to_9_16_2008,NA,NA,NA,2008,9,16,C,41,,,0,786765.1024,2297707.358,5/30/1997 0:00,C41
,C_41_2,2,,2008,9,16,NA,NA,NA,C,41,,,,,,,
252,C_42_1,1,C_Traps_to_9_16_2008,NA,NA,NA,2008,9,16,C,42,,,0,786761.0136,2297763.936,5/30/1997 0:00,C42
,C_42_2,2,,2008,9,16,NA,NA,NA,C,42,,,,,,,
225,C_43_1,1,C_Traps_to_9_16_2008,NA,NA,NA,2008,9,16,C,43,,,0,786795.0685,2298154.508,5/30/1997 0:00,C43
,C_43_2,2,,2008,9,16,NA,NA,NA,C,43,,,,,,,
256,C_5_1,1,C_Traps_to_9_16_2008,NA,NA,NA,2008,9,16,C,5,,,0,786761.1269,2297991.015,5/30/1997 0:00,C5
204,C_5_2,2,C_Traps_9_16_2008_to_pres,2008,9,16,NA,NA,NA,C,5,tomahawk, ,2,786765.376,2297987.627,8/17/2011 0:00, 
,C_6_1,1,,NA,NA,NA,2008,9,16,C,6,,,,,,,
205,C_6_2,2,C_Traps_9_16_2008_to_pres,2008,9,16,NA,NA,NA,C,6,tomahawk, ,2,786716.8899,2298035.32,8/17/2011 0:00, 
227,C_7_1,1,C_Traps_to_9_16_2008,NA,NA,NA,2008,9,16,C,7,,,0,786690.1762,2298053.437,5/30/1997 0:00,C07
206,C_7_2,2,C_Traps_9_16_2008_to_pres,2008,9,16,NA,NA,NA,C,7,tomahawk, ,2,786690.8022,2298059.295,8/17/2011 0:00, 
226,C_8_1,1,C_Traps_to_9_16_2008,NA,NA,NA,2008,9,16,C,8,,,0,786675.8272,2297991.682,5/30/1997 0:00,C08
207,C_8_2,2,C_Traps_9_16_2008_to_pres,2008,9,16,NA,NA,NA,C,8,tomahawk, ,2,786646.158,2298066.803,8/17/2011 0:00, 
232,C_9_1,1,C_Traps_to_9_16_2008,NA,NA,NA,2008,9,16,C,9,,,0,786625.4423,2297963.951,5/30/1997 0:00,C09
208,C_9_2,2,C_Traps_9_16_2008_to_pres,2008,9,16,NA,NA,NA,C,9,tomahawk, ,2,786653.3045,2298018.612,8/17/2011 0:00, 
,D_0_1,1,,NA,NA,NA,2008,11,25,D,0,,,,,,,
265,D_0_2,2,D_Traps_11_25_2008_to_pres,2008,11,25,NA,NA,NA,D,0,Tomahaw,medium,1,787021.5395,2298908.898,2/18/2010 0:00,need perm. tag
309,D_028(OLD)_1,1,D_Traps_to_11_25_2008,NA,NA,NA,2008,11,25,D,028(OLD),,,0,786826.723,2298807.962,2/24/1997 0:00,D 28 temporary/pulled
,D_028(OLD)_2,2,,2008,11,25,NA,NA,NA,D,028(OLD),,,,,,,
310,D_029(OLD)_1,1,D_Traps_to_11_25_2008,NA,NA,NA,2008,11,25,D,029(OLD),,,0,786865.5917,2298796.472,2/24/1997 0:00,D 29 temporary/pulled
,D_029(OLD)_2,2,,2008,11,25,NA,NA,NA,D,029(OLD),,,,,,,
282,D_030(OLD)_1,1,D_Traps_to_11_25_2008,NA,NA,NA,2008,11,25,D,030(OLD),,,0,786801.5157,2298747.219,2/28/1997 0:00,temporary/pulled
,D_030(OLD)_2,2,,2008,11,25,NA,NA,NA,D,030(OLD),,,,,,,
311,D_031(OLD)_1,1,D_Traps_to_11_25_2008,NA,NA,NA,2008,11,25,D,031(OLD),,,0,786837.6309,2298732.717,2/24/1997 0:00,D 31 temporary/pulled
,D_031(OLD)_2,2,,2008,11,25,NA,NA,NA,D,031(OLD),,,,,,,
295,D_1_1,1,D_Traps_to_11_25_2008,NA,NA,NA,2008,11,25,D,1,,,0,786943.4348,2299016.31,2/24/1997 0:00,D 1
257,D_1_2,2,D_Traps_11_25_2008_to_pres,2008,11,25,NA,NA,NA,D,1, , ,0,786707.4092,2298931.787,2/18/2010 0:00, 
305,D_10_1,1,D_Traps_to_11_25_2008,NA,NA,NA,2008,11,25,D,10,,,0,786710.0582,2298941.64,2/24/1997 0:00,D 10
266,D_10_2,2,D_Traps_11_25_2008_to_pres,2008,11,25,NA,NA,NA,D,10,havahart,medium,2,787056.9158,2298938.601,2/18/2010 0:00,need perm. tag
306,D_11_1,1,D_Traps_to_11_25_2008,NA,NA,NA,2008,11,25,D,11,,,0,786728.4421,2298874.116,2/24/1997 0:00,D 11
267,D_11_2,2,D_Traps_11_25_2008_to_pres,2008,11,25,NA,NA,NA,D,11,havahart,large,1,787064.4336,2299003.351,2/18/2010 0:00,need perm. tag
307,D_12_1,1,D_Traps_to_11_25_2008,NA,NA,NA,2008,11,25,D,12,,,0,786769.0522,2298895.997,2/24/1997 0:00,D 12
268,D_12_2,2,D_Traps_11_25_2008_to_pres,2008,11,25,NA,NA,NA,D,12,tomahawk,medium,1,787108.3139,2299072.731,2/18/2010 0:00,need perm. tag
304,D_13_1,1,D_Traps_to_11_25_2008,NA,NA,NA,2008,11,25,D,13,,,0,786751.0187,2298916.992,2/24/1997 0:00,D 13
269,D_13_2,2,D_Traps_11_25_2008_to_pres,2008,11,25,NA,NA,NA,D,13,havahart,medium,2,787090.8708,2299095.952,2/18/2010 0:00,need perm.tag
308,D_14_1,1,D_Traps_to_11_25_2008,NA,NA,NA,2008,11,25,D,14,,,0,786800.602,2298886.724,2/24/1997 0:00,D 14
270,D_14_2,2,D_Traps_11_25_2008_to_pres,2008,11,25,NA,NA,NA,D,14,tomahawk,medium,1,787058.301,2299057.586,2/18/2010 0:00,need perm. tag
285,D_15_1,1,D_Traps_to_11_25_2008,NA,NA,NA,2008,11,25,D,15,,,0,786890.7121,2298932.183,2/24/1997 0:00,D 15
271,D_15_2,2,D_Traps_11_25_2008_to_pres,2008,11,25,NA,NA,NA,D,15,havahart,medium,2,787000.237,2299001.695,2/18/2010 0:00,need perm. tag
,D_16_1,1,,NA,NA,NA,2008,11,25,D,16,,,,,,,
272,D_16_2,2,D_Traps_11_25_2008_to_pres,2008,11,25,NA,NA,NA,D,16,havahart,medium,2,786986.0148,2298997.333,2/18/2010 0:00,need perm. tag
294,D_17_1,1,D_Traps_to_11_25_2008,NA,NA,NA,2008,11,25,D,17,,,0,786919.5341,2298953.414,2/24/1997 0:00,D 17
273,D_17_2,2,D_Traps_11_25_2008_to_pres,2008,11,25,NA,NA,NA,D,17,havahart,medium,2,786942.9293,2298961.676,2/18/2010 0:00,need perm. tag
,D_18_1,1,,NA,NA,NA,2008,11,25,D,18,,,,,,,
274,D_18_2,2,D_Traps_11_25_2008_to_pres,2008,11,25,NA,NA,NA,D,18,little giant,medium,1,786940.0988,2299035.355,2/18/2010 0:00,need perm. tag
291,D_19_1,1,D_Traps_to_11_25_2008,NA,NA,NA,2008,11,25,D,19,,,0,787002.768,2299009.808,2/24/1997 0:00,D 19
275,D_19_2,2,D_Traps_11_25_2008_to_pres,2008,11,25,NA,NA,NA,D,19,little  giant,large,1,786871.5137,2299020.229,2/18/2010 0:00,need perm. tag
296,D_2_1,1,D_Traps_to_11_25_2008,NA,NA,NA,2008,11,25,D,2,,,0,786875.9421,2298992.97,2/24/1997 0:00,D 2
258,D_2_2,2,D_Traps_11_25_2008_to_pres,2008,11,25,NA,NA,NA,D,2,Havahart,medium,2,786762.7811,2298908.43,2/18/2010 0:00,need perm. tag
293,D_20_1,1,D_Traps_to_11_25_2008,NA,NA,NA,2008,11,25,D,20,,,0,786950.3847,2298963.228,2/24/1997 0:00,D 20
276,D_20_2,2,D_Traps_11_25_2008_to_pres,2008,11,25,NA,NA,NA,D,20,tomahawk,medium,1,786834.33,2299007.11,2/18/2010 0:00,need perm. tag
290,D_21_1,1,D_Traps_to_11_25_2008,NA,NA,NA,2008,11,25,D,21,,,0,787022.1155,2298966.606,2/24/1997 0:00,D 21
277,D_21_2,2,D_Traps_11_25_2008_to_pres,2008,11,25,NA,NA,NA,D,21,tomahawk,medium,1,786818.6058,2299022.625,2/18/2010 0:00,need perm. tag
289,D_22_1,1,D_Traps_to_11_25_2008,NA,NA,NA,2008,11,25,D,22,,,0,786994.5929,2298868.115,2/24/1997 0:00,D 22
278,D_22_2,2,D_Traps_11_25_2008_to_pres,2008,11,25,NA,NA,NA,D,22,tomahawk,large,1,786818.0379,2299042.506,2/18/2010 0:00,need perm tag
288,D_23_1,1,D_Traps_to_11_25_2008,NA,NA,NA,2008,11,25,D,23,,,0,786953.5665,2298880.21,2/24/1997 0:00,D 23
279,D_23_2,2,D_Traps_11_25_2008_to_pres,2008,11,25,NA,NA,NA,D,23,tomahawk,medium,1,786799.3196,2299025.922,2/18/2010 0:00,need perm. tag
287,D_24_1,1,D_Traps_to_11_25_2008,NA,NA,NA,2008,11,25,D,24,,,0,786928.1434,2298857.763,2/24/1997 0:00,D 24
280,D_24_2,2,D_Traps_11_25_2008_to_pres,2008,11,25,NA,NA,NA,D,24,havahart,large,1,786773.4068,2298997.44,2/18/2010 0:00,need perm. tag
