Trapline,TrapNum,Year,Month,Day,predCaught,birdCaught,otherCaught,NumCaught,Sex,Age,Condition,Disposition,TrapStatus,BaitStatus,BaitPrev,BaitSet,Observer,Recorder,Comments,dateStr,date,trap,catchID,duplicate
D,3,2004,1,12,,,,0,,,NA,NA,C,Y,CD,,IE,KD,,20040112,37998,D3,20040112_D3,2
D,3,2004,1,12,,,,0,,,NA,NA,O,Y,CD,,IE,KD,,20040112,37998,D3,20040112_D3,8
PAL,35,2004,1,14,,,,0,,,NA,NA,C,N,CD,,"IE,SS",ZM,,20040114,38000,PAL35,20040114_PAL35,2
PAL,35,2004,1,14,,,,0,,,NA,NA,O,Y,CD,,"IE,SS",ZM,,20040114,38000,PAL35,20040114_PAL35,10
PAL,88,2004,2,19,,,,0,,,NA,NA,O,N,DO,,"KD, IE",MB,,20040219,38036,PAL88,20040219_PAL88,2
PAL,88,2004,2,19,,,,0,,,NA,NA,C,N,DO,,"KD, IE",MB,,20040219,38036,PAL88,20040219_PAL88,8
B,52,2004,2,22,,,,0,,,NA,NA,C,N,CD,,"ZM,MB",ZM,,20040222,38039,B52,20040222_B52,2
B,52,2004,2,22,,,,0,,,NA,NA,O,N,CD,,"ZM,MB",ZM,,20040222,38039,B52,20040222_B52,8
F,14,2004,2,25,,,,0,,,NA,NA,O,N,CD,,MB,KD,,20040225,38042,F14,20040225_F14,2
F,14,2004,2,25,,,,0,,,NA,NA,O,Y,CD,,MB,KD,,20040225,38042,F14,20040225_F14,9
PAL,34,2004,2,26,,,,0,,,NA,NA,O,N,CD,,"KD, ZM",MB,,20040226,38043,PAL34,20040226_PAL34,2
PAL,34,2004,2,26,,,,0,,,NA,NA,C,N,CD,,"KD, ZM",MB,,20040226,38043,PAL34,20040226_PAL34,8
B,60,2004,3,9,,,,0,,,NA,NA,O,N,DO,,IE,KD,,20040309,38055,B60,20040309_B60,2
B,60,2004,3,9,RR,,,1,,Adult,3,NA,C,N,DO,,IE,KD,,20040309,38055,B60,20040309_B60,11
A,4,2004,3,15,,,,0,,,NA,NA,O,N,D,,ZM,KD,,20040315,38061,A4,20040315_A4,2
A,4,2004,3,15,,,,0,,,NA,NA,O,Y,D,,ZM,KD,,20040315,38061,A4,20040315_A4,9
A,16,2004,3,15,,,,0,,,NA,NA,O,N,D,,ZM,KD,,20040315,38061,A16,20040315_A16,2
A,16,2004,3,15,,,,0,,,NA,NA,C,N,D,,ZM,KD,,20040315,38061,A16,20040315_A16,8
A,20,2004,3,15,,,,0,,,NA,NA,O,N,D,,ZM,KD,,20040315,38061,A20,20040315_A20,2
A,20,2004,3,15,,CHUK,,2,,,NA,NA,C,N,D,,ZM,KD,,20040315,38061,A20,20040315_A20,11
D,15,2004,3,23,,,,0,,,NA,NA,C,Y,DO,,KD,KD,,20040323,38069,D15,20040323_D15,2
D,15,2004,3,23,FC,,,1,M,Adult,1,NA,C,N,DO,,RK,KD,"Dispatched by RK, necropsy by IE, KD, MB",20040323,38069,D15,20040323_D15,11
B,57,2004,3,26,,,,0,,,NA,NA,O,Y,DO,,KD,MB,,20040326,38072,B57,20040326_B57,2
B,57,2004,3,26,,,,0,,,NA,NA,O,N,DO,,KD,RK,,20040326,38072,B57,20040326_B57,9
E,31,2004,4,5,,,,0,,,NA,NA,O,N,CD,,MB,KD,,20040405,38082,E31,20040405_E31,2
E,31,2004,4,5,,,,0,,,NA,NA,O,Y,CD,,MB,KD,,20040405,38082,E31,20040405_E31,9
B,71,2004,4,19,,,,0,,,NA,NA,O,N,DO,,KD,RK,,20040419,38096,B71,20040419_B71,2
B,71,2004,4,19,RR,,,1,,Adult,3,NA,C,N,DO,,KD,RK,,20040419,38096,B71,20040419_B71,11
B,29,2004,5,10,,,,0,,,NA,NA,O,N,DO,,MB,RK,,20040510,38117,B29,20040510_B29,2
B,29,2004,5,10,RR,,,1,,Adult,5,NA,C,N,DO,,MB,RK,Left in trap,20040510,38117,B29,20040510_B29,11
B,70,2004,5,10,,,,0,,,NA,NA,O,N,DO,,MB,RK,,20040510,38117,B70,20040510_B70,2
B,70,2004,5,10,RR,,,1,,Adult,3,NA,C,N,DO,,MB,RK,,20040510,38117,B70,20040510_B70,11
F,65,2004,5,12,,,,0,,,NA,NA,O,N,DO,,MB,KD,,20040512,38119,F65,20040512_F65,2
F,65,2004,5,12,RR,,,1,,Adult,5,NA,C,N,DO,,MB,KD,,20040512,38119,F65,20040512_F65,11
PAL,30,2004,5,14,,,,0,,,NA,NA,O,N,CD,,"IE, MB",RFT,,20040514,38121,PAL30,20040514_PAL30,2
PAL,30,2004,5,14,,,,0,,,NA,NA,O,Y,CD,,"IE, MB",RFT,,20040514,38121,PAL30,20040514_PAL30,9
C,23,2004,5,17,,,,0,,,NA,NA,O,N,CD,,KD,RK,,20040517,38124,C23,20040517_C23,2
C,23,2004,5,17,,,,0,,,NA,NA,O,Y,CD,,KD,RK,,20040517,38124,C23,20040517_C23,9
E,16,2004,5,20,,CHUK,,1,,,1,NA,C,N,DO,,KD,RK,Not baited.  Chukar released.,20040520,38127,E16,20040520_E16,2
E,16,2004,5,20,,,,0,,,NA,NA,O,Y,DO,,KD,RK,Not baited,20040520,38127,E16,20040520_E16,11
F,43,2004,5,25,RR,,,1,,,4,NA,C,N,CD,,IE,ZM,Ants,20040525,38132,F43,20040525_F43,2
F,43,2004,5,25,,,,0,,,NA,NA,O,N,CD,,IE,ZM,,20040525,38132,F43,20040525_F43,11
E,23,2004,6,1,,,,0,,,NA,NA,O,Y,DO,,MB,ZM,,20040601,38139,E23,20040601_E23,2
E,23,2004,6,1,,CHUK,,1,,,1,NA,C,N,DO,,MB,ZM,Released,20040601,38139,E23,20040601_E23,11
C,42,2004,6,15,,,,0,,,NA,NA,O,N,DO,,JT RFT ACM,RFT,,20040615,38153,C42,20040615_C42,2
C,42,2004,6,15,RR,,,1,,Adult,5,NA,C,N,DO,,JT RFT ACM,RFT,,20040615,38153,C42,20040615_C42,11
A,5,2004,6,17,,,,0,,,NA,NA,O,N,DO,,IE ACM,RFT,,20040617,38155,A5,20040617_A5,2
A,5,2004,6,17,,,,0,,,NA,NA,C,Y,DO,,IE ACM,RFT,,20040617,38155,A5,20040617_A5,10
E,31,2004,6,21,,,,0,,,NA,NA,O,Y,DO,,IE,RFT,,20040621,38159,E31,20040621_E31,2
E,31,2004,6,21,RR,,,1,,Adult,1,NA,C,N,DO,,IE,RFT,Rat left in trap,20040621,38159,E31,20040621_E31,11
C,6,2004,6,28,,,,0,,,NA,NA,O,N,CD,,AM,RK,,20040628,38166,C6,20040628_C6,2
C,6,2004,6,28,RR,,,1,,Adult,3,NA,C,N,CD,,AM,RK,,20040628,38166,C6,20040628_C6,11
B,3,2004,7,12,,,,0,,,NA,NA,O,Y,DO,,"JBD, ACM",RFT,,20040712,38180,B3,20040712_B3,2
B,3,2004,7,12,,,,0,,,NA,NA,O,N,DO,,"ACM, JBD",RK,,20040712,38180,B3,20040712_B3,9
B,27,2004,7,12,,,,0,,,NA,NA,O,N,DO,,"JBD, ACM",RFT,,20040712,38180,B27,20040712_B27,2
B,27,2004,7,12,,,,0,,,NA,NA,O,Y,DO,,"JBD, ACM",RFT,,20040712,38180,B27,20040712_B27,9
PAL,13,2004,7,13,,,,0,,,NA,NA,O,N,CD,,ZM,SB,Closed all traps,20040713,38181,PAL13,20040713_PAL13,2
PAL,13,2004,7,13,RR,,,1,F,Adult,2,NA,C,N,CD,,ZM,SB,Closed all traps,20040713,38181,PAL13,20040713_PAL13,11
PAL,17,2004,7,13,,,,0,,,NA,NA,O,N,CD,,ZM,SB,Closed all traps,20040713,38181,PAL17,20040713_PAL17,2
PAL,17,2004,7,13,RR,,,1,,Juvenile,3,NA,C,N,CD,,ZM,SB,Closed all traps,20040713,38181,PAL17,20040713_PAL17,11
PAL,86,2004,7,13,,,,0,,,NA,NA,O,N,CD,,ZM,SB,Closed all traps,20040713,38181,PAL86,20040713_PAL86,2
PAL,86,2004,7,13,,,,0,,,NA,NA,O,Y,CD,,ZM,SB,Closed all traps,20040713,38181,PAL86,20040713_PAL86,9
PAL,89,2004,7,13,,,,0,,,NA,NA,O,N,CD,,ZM,SB,Closed all traps,20040713,38181,PAL89,20040713_PAL89,2
PAL,89,2004,7,13,,,,0,,,NA,NA,O,Y,CD,,ZM,SB,Closed all traps,20040713,38181,PAL89,20040713_PAL89,9
C,35,2004,7,14,,,,0,,,NA,NA,O,N,DO,,EW ACM,RFT,,20040714,38182,C35,20040714_C35,2
C,35,2004,7,14,,,,0,,,NA,NA,C,N,DO,,EW ACM,RFT,,20040714,38182,C35,20040714_C35,8
G,7,2004,7,26,,,,0,,,NA,NA,O,N,DO,,EW,RFT,,20040726,38194,G7,20040726_G7,2
G,7,2004,7,26,,,,0,,,NA,NA,O,Y,DO,,EW,RFT,,20040726,38194,G7,20040726_G7,9
B,45,2004,7,26,,,,0,,,NA,NA,O,N,DO,,EW,RFT,,20040726,38194,B45,20040726_B45,2
B,45,2004,7,26,RR,,,1,,,5,NA,C,N,DO,,EW,RFT,,20040726,38194,B45,20040726_B45,11
B,65,2004,7,26,,,,0,,,NA,NA,O,N,DO,,EW,RFT,,20040726,38194,B65,20040726_B65,2
B,65,2004,7,26,,,,0,,,NA,NA,C,N,DO,,EW,RFT,,20040726,38194,B65,20040726_B65,8
B,72,2004,7,26,,,,0,,,NA,NA,O,N,DO,,EW,RFT,,20040726,38194,B72,20040726_B72,2
B,72,2004,7,26,,,,0,,,NA,NA,C,N,DO,,EW,RFT,,20040726,38194,B72,20040726_B72,8
B,76,2004,7,26,,,,0,,,NA,NA,O,N,DO,,EW,RFT,,20040726,38194,B76,20040726_B76,2
B,76,2004,7,26,RR,,,1,,Adult,3,NA,C,N,DO,,EW,RFT,,20040726,38194,B76,20040726_B76,11
D,30,2004,7,27,,,,0,,,NA,NA,O,N,,,EW,RFT,,20040727,38195,D30,20040727_D30,2
D,30,2004,7,27,,,,0,,,NA,NA,C,N,,,EW,RFT,,20040727,38195,D30,20040727_D30,8
F,49,2004,7,27,RR,,,1,,,4,NA,C,N,DO,,EW,RFT,,20040727,38195,F49,20040727_F49,2
F,49,2004,7,27,,,,0,,,NA,NA,O,N,DO,,EW,RFT,,20040727,38195,F49,20040727_F49,11
A,16,2004,7,28,,,,0,,,NA,NA,O,N,DO,,ACM,RFT,,20040728,38196,A16,20040728_A16,2
A,16,2004,7,28,RR,,,1,,Adult,1,NA,C,N,DO,,ACM,RFT,left in trap,20040728,38196,A16,20040728_A16,11
A,19,2004,7,28,,,,0,,,NA,NA,O,N,DO,,ACM,RFT,,20040728,38196,A19,20040728_A19,2
A,19,2004,7,28,,CHUK,,1,,,1,NA,C,Y,DO,,ACM,RFT,,20040728,38196,A19,20040728_A19,11
B,31,2004,8,9,,,,0,,,NA,NA,O,N,DO,,ZM,SB,,20040809,38208,B31,20040809_B31,2
B,31,2004,8,9,,,,0,,,NA,NA,O,Y,DO,,ZM,SB,,20040809,38208,B31,20040809_B31,9
B,37,2004,8,9,,,,0,,,NA,NA,O,N,DO,,ZM,SB,,20040809,38208,B37,20040809_B37,2
B,37,2004,8,9,,,,0,,,NA,NA,C,N,DO,,ZM,SB,,20040809,38208,B37,20040809_B37,8
F,39,2004,8,10,,,,0,,,NA,NA,O,N,CD,,IE,RFT,,20040810,38209,F39,20040810_F39,2
F,39,2004,8,10,,,,0,,,NA,NA,C,N,CD,,IE,RFT,,20040810,38209,F39,20040810_F39,8
KAP,177,2004,8,10,,,,0,,,NA,NA,O,N,DO,,ZM,RK,,20040810,38209,KAP177,20040810_KAP177,2
KAP,177,2004,8,10,,,,0,,,NA,NA,O,Y,DO,,ZM,RK,,20040810,38209,KAP177,20040810_KAP177,9
E,11,2004,8,20,,,,0,,,NA,NA,O,Y,DO,,RFT,SB,E2,20040820,38219,E11,20040820_E11,2
E,11,2004,8,20,,,,0,,,NA,NA,C,N,DO,,RFT,SB,E2,20040820,38219,E11,20040820_E11,10
E,60,2004,8,30,RR,,,1,M,Adult,2,NA,C,N,DO,,IE,SB,Dog food left in trap,20040830,38229,E60,20040830_E60,2
E,60,2004,8,30,,,,0,,,NA,NA,O,Y,DO,,IE,SB,,20040830,38229,E60,20040830_E60,11
B,77,2004,8,31,,,,0,,,NA,NA,O,N,DO,,"CB,ZM,IE",SB,,20040831,38230,B77,20040831_B77,2
B,77,2004,8,31,,,,0,,,NA,NA,O,Y,DO,,"CB,ZM,IE",SB,,20040831,38230,B77,20040831_B77,9
E,27,2004,9,3,,,,0,,,NA,NA,O,Y,DO,,CB,SB,E2,20040903,38233,E27,20040903_E27,2
E,27,2004,9,3,,,,0,,,NA,NA,C,Y,DO,,CB,SB,E2,20040903,38233,E27,20040903_E27,8
E,31,2004,9,3,,,,0,,,NA,NA,O,Y,DO,,CB,SB,E2,20040903,38233,E31,20040903_E31,2
E,31,2004,9,3,,,,0,,,NA,NA,C,Y,DO,,CB,SB,E2,20040903,38233,E31,20040903_E31,8
E,36,2004,9,3,,,,0,,,NA,NA,O,N,DO,,CB,SB,E2,20040903,38233,E36,20040903_E36,2
E,36,2004,9,3,,,,0,,,NA,NA,O,Y,DO,,CB,SB,E2,20040903,38233,E36,20040903_E36,9
E,66,2004,9,3,,,,0,,,NA,NA,O,N,DO,,CB,SB,E2,20040903,38233,E66,20040903_E66,2
E,66,2004,9,3,,,,0,,,NA,NA,O,Y,DO,,CB,SB,E2,20040903,38233,E66,20040903_E66,9
E,29,2004,9,7,,,,0,,,NA,NA,O,N,CD,,ZM,SB,,20040907,38237,E29,20040907_E29,2
E,29,2004,9,7,,,,0,,,NA,NA,C,Y,CD,,ZM,SB,,20040907,38237,E29,20040907_E29,10
E,49,2004,9,7,,,,0,,,NA,NA,O,Y,CD,,ZM,SB,,20040907,38237,E49,20040907_E49,2
E,49,2004,9,7,,,,0,,,NA,NA,C,Y,CD,,ZM,SB,,20040907,38237,E49,20040907_E49,8
PAL,49,2004,9,10,,,,0,,,NA,NA,O,N,CD,,ZM,SB,Closed traps,20040910,38240,PAL49,20040910_PAL49,2
PAL,49,2004,9,10,,,,0,,,NA,NA,C,N,CD,,ZM,SB,Closed traps,20040910,38240,PAL49,20040910_PAL49,8
B,78,2004,9,20,,,,0,,,NA,NA,C,N,DO,,ZM,SB,,20040920,38250,B78,20040920_B78,2
B,78,2004,9,20,,,,0,,,NA,NA,C,Y,DO,,ZM,SB,,20040920,38250,B78,20040920_B78,9
E,35,2004,9,28,,,,0,,,NA,NA,O,N,CD,,SB,SB,,20040928,38258,E35,20040928_E35,2
E,35,2004,9,28,,,,0,,,NA,NA,C,N,CD,,SB,SB,,20040928,38258,E35,20040928_E35,8
F,36,2004,10,4,,,,0,,,NA,NA,O,N,DO,,SB,SB,,20041004,38264,F36,20041004_F36,2
F,36,2004,10,4,,,,0,,,NA,NA,C,N,DO,,SB,SB,,20041004,38264,F36,20041004_F36,8
F,58,2004,10,4,,,,0,,,NA,NA,O,N,DO,,SB,SB,,20041004,38264,F58,20041004_F58,2
F,58,2004,10,4,,,,0,,,NA,NA,C,N,DO,,SB,SB,,20041004,38264,F58,20041004_F58,8
E,21,2004,10,5,,,,0,,,NA,NA,O,N,DO,,SB,SB,,20041005,38265,E21,20041005_E21,2
E,21,2004,10,5,,,,0,,,NA,NA,C,N,DO,,SB,SB,,20041005,38265,E21,20041005_E21,8
PAL,NA,2004,10,7,,,,0,,,NA,NA,O,N,DO,,IE,SB,,20041007,38267,PALNA,20041007_PALNA,2
PAL,NA,2004,10,7,,,,0,,,NA,NA,O,Y,DO,,IE,SB,,20041007,38267,PALNA,20041007_PALNA,9
A,4,2004,10,12,,,,0,,,NA,NA,O,N,DO,,ZM,SB,,20041012,38272,A4,20041012_A4,2
A,4,2004,10,12,,,,0,,,NA,NA,C,N,DO,,ZM,SB,,20041012,38272,A4,20041012_A4,8
WAI,NA,2004,10,13,,,,0,,,NA,NA,O,N,DO,,ZM,SB,,20041013,38273,WAINA,20041013_WAINA,2
WAI,NA,2004,10,13,,,,0,,,NA,NA,C,N,DO,,ZM,SB,,20041013,38273,WAINA,20041013_WAINA,8
E,37,2004,10,15,,,,0,,,NA,NA,O,N,CD,,RK,SB,Walked only,20041015,38275,E37,20041015_E37,2
E,37,2004,10,15,RR,,,1,M,Sub-Adult,2,NA,C,N,CD,,RK,SB,Walked only,20041015,38275,E37,20041015_E37,11
PAL,4,2004,10,19,,,,0,,,NA,NA,O,N,CD,,SB ZM,SB,,20041019,38279,PAL4,20041019_PAL4,2
PAL,4,2004,10,19,,,,0,,,NA,NA,C,N,CD,,SB ZM,SB,,20041019,38279,PAL4,20041019_PAL4,8
PAL,5,2004,10,19,,,,0,,,NA,NA,O,N,CD,,SB ZM,SB,,20041019,38279,PAL5,20041019_PAL5,2
PAL,5,2004,10,19,,,,0,,,NA,NA,C,N,CD,,SB ZM,SB,Rat may have been caught,20041019,38279,PAL5,20041019_PAL5,8
D,13,2004,10,24,,,,0,,,NA,NA,O,N,DO,,ZM,SB,,20041024,38284,D13,20041024_D13,2
D,13,2004,10,24,RR,,,1,,Juvenile,2,NA,C,N,DO,,ZM,SB,,20041024,38284,D13,20041024_D13,11
C,23,2004,10,24,,,,0,,,NA,NA,O,N,DO,,ZM,SB,,20041024,38284,C23,20041024_C23,2
C,23,2004,10,24,RR,,,1,,Adult,3,NA,C,N,DO,,ZM,SB,,20041024,38284,C23,20041024_C23,11
B,39,2004,10,25,,,,0,,,NA,NA,O,N,DO,,JB,SB,,20041025,38285,B39,20041025_B39,2
B,39,2004,10,25,,,,0,,,NA,NA,C,N,DO,,JB,SB,,20041025,38285,B39,20041025_B39,8
B,42,2004,10,25,,,,0,,,NA,NA,O,N,DO,,JB,SB,,20041025,38285,B42,20041025_B42,2
B,42,2004,10,25,,,,0,,,NA,NA,C,N,DO,,JB,SB,,20041025,38285,B42,20041025_B42,8
PAL,15,2004,10,28,,,,0,,,NA,NA,O,N,DO,,JB IE,SB,,20041028,38288,PAL15,20041028_PAL15,2
PAL,15,2004,10,28,,,,0,,,NA,NA,O,Y,DO,,JB IE,SB,,20041028,38288,PAL15,20041028_PAL15,9
KAP,178,2004,11,2,,,,0,,,NA,NA,O,N,DO,,"ZM, SB",RK,,20041102,38293,KAP178,20041102_KAP178,2
KAP,178,2004,11,2,,,,0,,,NA,NA,C,N,DO,,"ZM, SB",RK,,20041102,38293,KAP178,20041102_KAP178,8
PAL,45,2004,11,3,,,,0,,,NA,NA,O,N,DO,,ZM SB,SB,,20041103,38294,PAL45,20041103_PAL45,2
PAL,45,2004,11,3,,,,0,,,NA,NA,O,Y,DO,,ZM SB,SB,,20041103,38294,PAL45,20041103_PAL45,9
PAL,99,2004,11,3,,,,0,,,NA,NA,O,N,DO,,ZM SB,SB,,20041103,38294,PAL99,20041103_PAL99,2
PAL,99,2004,11,3,RR,,,1,M,Adult,3,NA,C,N,DO,,ZM SB,SB,,20041103,38294,PAL99,20041103_PAL99,11
KAP,9709,2004,11,8,,,,0,,,NA,NA,O,N,CD,,"JB, SB",RK,,20041108,38299,KAP9709,20041108_KAP9709,2
KAP,9709,2004,11,8,,,,0,,,NA,NA,C,N,CD,,"JB, SB",RK,,20041108,38299,KAP9709,20041108_KAP9709,8
E,26,2004,11,15,,,,0,,,NA,NA,O,N,CD,,SB,SB,,20041115,38306,E26,20041115_E26,2
E,26,2004,11,15,,,,0,,,NA,NA,O,Y,CD,,SB,SB,,20041115,38306,E26,20041115_E26,9
E,54,2004,11,15,,,,0,,,NA,NA,O,N,CD,,SB,SB,,20041115,38306,E54,20041115_E54,2
E,54,2004,11,15,,,,0,,,NA,NA,O,Y,CD,,SB,SB,,20041115,38306,E54,20041115_E54,9
KAP,177,2004,11,17,,,,0,,,NA,NA,O,N,DO,,"ZM, JB",RK,,20041117,38308,KAP177,20041117_KAP177,2
KAP,177,2004,11,17,,,,0,,,NA,NA,C,N,DO,,"ZM, JB",RK,,20041117,38308,KAP177,20041117_KAP177,8
E,40,2004,11,29,,,,0,,,NA,NA,O,N,CD,,KC,SB,,20041129,38320,E40,20041129_E40,2
E,40,2004,11,29,,,,0,,,NA,NA,C,N,CD,,KC,SB,,20041129,38320,E40,20041129_E40,8
D,8,2004,12,6,,,,0,,,NA,NA,O,N,DO,,IE,RK,,20041206,38327,D8,20041206_D8,2
D,8,2004,12,6,,,,0,,,NA,NA,C,N,DO,,IE,RK,,20041206,38327,D8,20041206_D8,8
A,21,2004,12,6,,,,0,,,NA,NA,O,N,DO,,SB,RK,,20041206,38327,A21,20041206_A21,2
A,21,2004,12,6,RR,,,1,,Adult,1,NA,C,N,DO,,SB,RK,,20041206,38327,A21,20041206_A21,11
A,21,2004,12,15,,,,0,,,NA,NA,O,N,DO,,SB,RK,,20041215,38336,A21,20041215_A21,2
A,21,2004,12,15,,,,0,,,NA,NA,C,N,DO,,SB,RK,1RR-3 Ad. From previous week,20041215,38336,A21,20041215_A21,8
C,13,2004,12,22,,,,0,,,NA,NA,O,N,DO,,RT,RK,,20041222,38343,C13,20041222_C13,2
C,13,2004,12,22,,,,0,,,NA,NA,O,Y,DO,,RT,RK,,20041222,38343,C13,20041222_C13,9
C,21,2004,12,22,,,,0,,,NA,NA,O,N,DO,,RT,RK,,20041222,38343,C21,20041222_C21,2
C,21,2004,12,22,,,,0,,,NA,NA,C,N,DO,,RT,RK,,20041222,38343,C21,20041222_C21,8
C,9,2004,12,27,,,,0,,,NA,NA,O,N,DO,,SB,RK,,20041227,38348,C9,20041227_C9,2
C,9,2004,12,27,RR,,,1,,Juvenile,2,NA,C,N,DO,,SB,RK,ANTS,20041227,38348,C9,20041227_C9,11
C,17,2004,12,27,,,,0,,,NA,NA,O,N,DO,,SB,RK,,20041227,38348,C17,20041227_C17,2
C,17,2004,12,27,,,,0,,,NA,NA,C,Y,DO,,SB,RK,,20041227,38348,C17,20041227_C17,10
PAL,99,2004,12,30,,,,0,,,NA,NA,O,N,DO,,JT,RK,Removed veg in trap,20041230,38351,PAL99,20041230_PAL99,2
PAL,99,2004,12,30,RR,,,1,M,Adult,3,NA,C,N,DO,,JT,RK,,20041230,38351,PAL99,20041230_PAL99,11
C,33,2005,1,18,,,,0,,,NA,NA,O,N,DO,,JB,CW,,20050118,38370,C33,20050118_C33,2
C,33,2005,1,18,,,,0,,,NA,NA,C,Y,DO,,JB,CW,Trap removed to be fixed,20050118,38370,C33,20050118_C33,10
WAI,18,2005,1,19,,,,0,,,NA,NA,O,N,DO,,KC,CW,,20050119,38371,WAI18,20050119_WAI18,2
WAI,18,2005,1,19,,,,0,,,NA,NA,C,Y,DO,,KC,CW,,20050119,38371,WAI18,20050119_WAI18,10
PAL,48,2005,1,27,,,,0,,,NA,NA,O,Y,DO,,JB,CW,,20050127,38379,PAL48,20050127_PAL48,2
PAL,48,2005,1,27,,,,0,,,NA,NA,C,N,DO,,JB,CW,,20050127,38379,PAL48,20050127_PAL48,10
PAL,110,2005,1,27,,,,0,,,NA,NA,O,N,DO,,JB,CW,,20050127,38379,PAL110,20050127_PAL110,2
PAL,110,2005,1,27,,,,0,,,NA,NA,O,Y,DO,,JB,CW,,20050127,38379,PAL110,20050127_PAL110,9
D,3,2005,1,28,,,,0,,,NA,NA,C,Y,DO,,AB,CW,,20050128,38380,D3,20050128_D3,2
D,3,2005,1,28,,,,0,,,NA,NA,O,Y,DO,,AB,RK,,20050128,38380,D3,20050128_D3,8
E,68,2005,2,11,,,,0,,,NA,NA,O,Y,DO,,JB,AB,,20050211,38394,E68,20050211_E68,2
E,68,2005,2,11,,,,0,,,NA,NA,O,N,DO,,JB,AB,,20050211,38394,E68,20050211_E68,9
B,15,2005,2,14,,,,0,,,NA,NA,O,Y,DO,,JB,CN,,20050214,38397,B15,20050214_B15,2
B,15,2005,2,14,,,,0,,,NA,NA,O,N,DO,,JB,CW,,20050214,38397,B15,20050214_B15,9
F,24,2005,2,15,,,,0,,,NA,NA,O,N,DO,,AB,CW,,20050215,38398,F24,20050215_F24,2
F,24,2005,2,15,RR,,,1,M,Adult,2,NA,C,N,DO,,AB,CW,,20050215,38398,F24,20050215_F24,11
F,25,2005,2,15,,,,0,,,NA,NA,O,N,DO,,AB,CW,,20050215,38398,F25,20050215_F25,2
F,25,2005,2,15,,,,0,,,NA,NA,O,Y,DO,,AB,CW,,20050215,38398,F25,20050215_F25,9
G,23,2005,2,16,,,,0,,,NA,NA,O,N,DO,,AB,AB,,20050216,38399,G23,20050216_G23,2
G,23,2005,2,16,,,,0,,,NA,NA,C,N,DO,,AB,AB,,20050216,38399,G23,20050216_G23,8
E,4,2005,2,24,,,,0,,,NA,NA,C,N,DO,,AB,CW,Walked Only,20050224,38407,E4,20050224_E4,2
E,4,2005,2,24,,,,0,,,NA,NA,O,Y,DO,,AB,CW,Walked Only,20050224,38407,E4,20050224_E4,10
E,35,2005,2,24,,,,0,,,NA,NA,O,Y,DO,,AB,CW,Walked Only,20050224,38407,E35,20050224_E35,2
E,35,2005,2,24,,,,0,,,NA,NA,C,Y,DO,,AB,CW,"Walked Only, Re-opened",20050224,38407,E35,20050224_E35,8
B,15,2005,2,28,,,,0,,,NA,NA,C,N,DO,,JC,CN,,20050228,38411,B15,20050228_B15,2
B,15,2005,2,28,,,,0,,,NA,NA,M,N,DO,,JC,CN,,20050228,38411,B15,20050228_B15,8
B,19,2005,2,28,,,,0,,,NA,NA,C,N,DO,,JC,CN,,20050228,38411,B19,20050228_B19,2
B,19,2005,2,28,,,,0,,,NA,NA,M,N,DO,,JC,CN,,20050228,38411,B19,20050228_B19,8
C,20,2005,2,28,,,,0,,,NA,NA,O,N,DO,,AB,CW,,20050228,38411,C20,20050228_C20,2
C,20,2005,2,28,,,,0,,,NA,NA,C,N,DO,,AB,CW,,20050228,38411,C20,20050228_C20,8
E,50,2005,3,8,,,,0,,,NA,NA,O,N,DO,,RK,CW,,20050308,38419,E50,20050308_E50,2
E,50,2005,3,8,,,,0,,,NA,NA,C,N,DO,,RK,CW,,20050308,38419,E50,20050308_E50,8
C,5,2005,3,11,,,,0,,,NA,NA,O,N,DO,,JB,CW,,20050311,38422,C5,20050311_C5,2
C,5,2005,3,11,,,,0,,,NA,NA,O,Y,DO,,JB,CW,,20050311,38422,C5,20050311_C5,9
E,62,2005,3,16,,,,0,,,NA,NA,O,N,CD,,AB,CW,,20050316,38427,E62,20050316_E62,2
E,62,2005,3,16,,,,0,,,NA,NA,C,N,CD,,AB,CW,,20050316,38427,E62,20050316_E62,8
E,63,2005,3,16,,,,0,,,NA,NA,O,N,CD,,AB,CW,,20050316,38427,E63,20050316_E63,2
E,63,2005,3,16,,,,0,,,NA,NA,C,N,CD,,AB,CW,,20050316,38427,E63,20050316_E63,8
E,64,2005,3,16,,,,0,,,NA,NA,O,N,CD,,AB,CW,,20050316,38427,E64,20050316_E64,2
E,64,2005,3,16,,,,0,,,NA,NA,C,N,CD,,AB,CW,,20050316,38427,E64,20050316_E64,8
E,65,2005,3,16,,,,0,,,NA,NA,O,N,CD,,AB,CW,,20050316,38427,E65,20050316_E65,2
E,65,2005,3,16,,,,0,,,NA,NA,C,N,CD,,AB,CW,,20050316,38427,E65,20050316_E65,8
PAL,7,2005,3,23,RR,,,1,M,Sub-Adult,1,NA,C,N,DO,,"AB,IE",CW,Left in trap,20050323,38434,PAL7,20050323_PAL7,2
PAL,7,2005,3,23,,,,0,,,NA,NA,O,Y,DO,,"AB,IE",CW,,20050323,38434,PAL7,20050323_PAL7,11
PAL,85,2005,3,23,,,,0,,,NA,NA,O,N,DO,,"AB,IE",CW,,20050323,38434,PAL85,20050323_PAL85,2
PAL,85,2005,3,23,,,,0,,,NA,NA,O,Y,DO,,"AB,IE",CW,,20050323,38434,PAL85,20050323_PAL85,9
