"Trapline","TrapNum","Year","Month","Day","predCaught","birdCaught","otherCaught","NumCaught","Sex","Age","Condition","Disposition","TrapStatus","BaitStatus","BaitPrev","BaitSet","Observer","Recorder","Comments","dateStr","date","trap","catchID","duplicate","BaitPrevOld"
"C","24",2006,6,13,"","",NA,0,"","",NA,NA,"O","N","DO","DO","EG","RFT","",20060613,"6/13/2006","C24","20060613_C24",4,""
"C","24",2011,7,6,"","",NA,NA,"","",NA,NA,"C","N","DO","LL","DF","LH","",20110706,"7/6/2011","C24","20110706_C24",1,""
"C","24",2011,7,6,"","",NA,NA,"","",NA,NA,"O","N","LL","LL","DF","LH","",20110706,"7/6/2011","C24","20110706_C24",4,""
"C","25",2007,7,23,"","",NA,0,"","",NA,NA,"C","N",NA,"DO","PF","RK","",20070723,"7/23/2007","C25","20070723_C25",1,""
"C","25",2007,7,23,"","",NA,0,"","",NA,NA,"O","N","DO","DO","PF","RK","",20070723,"7/23/2007","C25","20070723_C25",4,""
"C","25",2002,8,8,"","",NA,0,"","",NA,NA,"C","N","CD","","CE","CE","",20020808,"8/8/2002","C25","20020808_C25",1,"CD"
"C","25",2002,8,8,"","",NA,0,"","",NA,NA,"O","N","CD","","CE","CE","",20020808,"8/8/2002","C25","20020808_C25",4,"CD"
"C","27",2006,1,19,"","",NA,0,"","",NA,NA,"C","N",NA,"DO","KB","RK","",20060119,"1/19/2006","C27","20060119_C27",1,""
"C","27",2006,1,19,"","",NA,0,"","",NA,NA,"O","N","DO","DO","KB","RK","",20060119,"1/19/2006","C27","20060119_C27",4,""
"C","27",2007,3,1,"","",NA,0,"","",NA,NA,"C","Y","DO","DO","MS","RK","",20070301,"3/1/2007","C27","20070301_C27",1,""
"C","27",2007,3,1,"","",NA,0,"","",NA,NA,"O","N","DO","DO","MS","RK","",20070301,"3/1/2007","C27","20070301_C27",4,""
"C","27",2002,4,10,"RR","",NA,1,"","",2,NA,"C","N","CD","","","ZM","Ants",20020410,"4/10/2002","C27","20020410_C27",1,"CD"
"C","27",2002,4,10,"","",NA,0,"","",NA,NA,"O","N","CD","","","ZM","",20020410,"4/10/2002","C27","20020410_C27",4,"CD"
"C","3",2002,2,4,"","",NA,0,"","",NA,NA,"O","Y","CD","","SR","SR","",20020204,"2/4/2002","C3","20020204_C3",1,"CD"
"C","3",2002,2,4,"","",NA,0,"","",NA,NA,"O","N","CD","","SR","SR","",20020204,"2/4/2002","C3","20020204_C3",4,"CD"
"C","30",2007,8,15,"","",NA,0,"","",NA,NA,"C","N",NA,"CD","PF","RK","",20070815,"8/15/2007","C30","20070815_C30",1,""
"C","30",2007,8,15,"","",NA,0,"","",NA,NA,"O","N","CD","CD","PF","DH","",20070815,"8/15/2007","C30","20070815_C30",4,""
"C","31",2001,7,10,"","",NA,0,"","",NA,NA,"C","N","CD","","HF","MK","",20010710,"7/10/2001","C31","20010710_C31",1,"CD"
"C","31",2001,7,10,"","",NA,0,"","",NA,NA,"O","N","CD","","HF","MK","",20010710,"7/10/2001","C31","20010710_C31",4,"CD"
"C","32",2006,2,13,"","",NA,0,"","",NA,NA,"O","Y",NA,"DO","KB","ET","",20060213,"2/13/2006","C32","20060213_C32",1,""
"C","32",2006,2,13,"","",NA,0,"","",NA,NA,"O","N","DO","DO","KB","ET","",20060213,"2/13/2006","C32","20060213_C32",4,""
"C","32",2007,3,1,"","",NA,0,"","",NA,NA,"O","Y","DO","DO","MS","RK","",20070301,"3/1/2007","C32","20070301_C32",1,""
"C","32",2007,3,1,"","",NA,0,"","",NA,NA,"O","N","DO","DO","MS","RK","",20070301,"3/1/2007","C32","20070301_C32",4,""
"C","33",2005,1,18,"","",NA,0,"","",NA,NA,"C","Y","DO","","JB","CW","Trap removed to be fixed",20050118,"1/18/2005","C33","20050118_C33",1,"DO"
"C","33",2005,1,18,"","",NA,0,"","",NA,NA,"O","N","DO","","JB","CW","",20050118,"1/18/2005","C33","20050118_C33",4,"DO"
"C","34",2007,2,14,"","",NA,0,"","",NA,NA,"C","N",NA,"CD","RK","RK","",20070214,"2/14/2007","C34","20070214_C34",1,""
"C","34",2007,2,14,"","",NA,0,"","",NA,NA,"O","N","CD","CD","RK","RK","Open set.  Moved into little wash.",20070214,"2/14/2007","C34","20070214_C34",4,""
"C","34",2005,3,29,"","",NA,0,"","",NA,NA,"O","Y","DO","","AB","AB","H2O IN CAN",20050329,"3/29/2005","C34","20050329_C34",1,"DO"
"C","34",2005,3,29,"","",NA,0,"","",NA,NA,"O","N","DO","","AB","AB","",20050329,"3/29/2005","C34","20050329_C34",4,"DO"
"C","34",2008,6,11,"RR","",NA,1,"","Adult",2,NA,"C","N","","CD","RFT","DFD","",20080611,"6/11/2008","C34","20080611_C34",1,""
"C","34",2008,6,11,"","",NA,0,"","",NA,NA,"O","N","CD","CD","RFT","DFD","",20080611,"6/11/2008","C34","20080611_C34",4,""
"C","35",2007,10,18,"","",NA,0,"","",NA,NA,"O","N",NA,"CD","DH,PF","EM","",20071018,"10/18/2007","C35","20071018_C35",1,""
"C","35",2007,10,18,"","",NA,0,"","",NA,NA,"O","Y","CD","CD","DH,PF","EM","",20071018,"10/18/2007","C35","20071018_C35",4,""
"C","35",2007,12,17,"","",NA,0,"","",NA,NA,"C","N","CD","DO","DH","RK","",20071217,"12/17/2007","C35","20071217_C35",1,""
"C","35",2007,12,17,"","",NA,0,"","",NA,NA,"O","N","DO","DO","DH","RK","",20071217,"12/17/2007","C35","20071217_C35",4,""
"C","35",2002,3,26,"RR","",NA,1,"","A",3,NA,"C","N","CD","","ZM","SR","",20020326,"3/26/2002","C35","20020326_C35",1,"CD"
"C","35",2002,3,26,"","",NA,0,"","",NA,NA,"O","N","CD","","ZM","SR","",20020326,"3/26/2002","C35","20020326_C35",4,"CD"
"C","35",2004,7,14,"","",NA,0,"","",NA,NA,"C","N","DO","","EW ACM","RFT","",20040714,"7/14/2004","C35","20040714_C35",1,"DO"
"C","35",2004,7,14,"","",NA,0,"","",NA,NA,"O","N","DO","","EW ACM","RFT","",20040714,"7/14/2004","C35","20040714_C35",4,"DO"
"C","35",2007,8,1,"RR","",NA,1,"","",4,NA,"C","Y","","DO","JH","RK","",20070801,"8/1/2007","C35","20070801_C35",1,""
"C","35",2007,8,1,"","",NA,0,"","",NA,NA,"O","N","DO","DO","JH","RK","",20070801,"8/1/2007","C35","20070801_C35",4,""
"C","36",2007,11,13,"RR","",NA,1,"","Adult",4,NA,"C","N",NA,"DO","PF","RK","",20071113,"11/13/2007","C36","20071113_C36",1,""
"C","36",2007,11,13,"","",NA,0,"","",NA,NA,"O","N","DO","DO","PF","RK","",20071113,"11/13/2007","C36","20071113_C36",4,""
"C","38",2006,3,21,"","",NA,0,"","",NA,NA,"C","N",NA,"DO","LG","ET","",20060321,"3/21/2006","C38","20060321_C38",1,""
"C","38",2006,3,21,"","",NA,0,"","",NA,NA,"O","N","DO","DO","LG","ET","",20060321,"3/21/2006","C38","20060321_C38",4,""
"C","38",2006,3,3,"","",NA,0,"","",NA,NA,"O","N","DO","","","ET","lots of Argentine ant activity",20060303,"3/3/2006","C38","20060303_C38",1,""
"C","38",2006,3,3,"","",NA,0,"","",NA,NA,"O","Y","","","","ET","",20060303,"3/3/2006","C38","20060303_C38",4,""
"C","39",2006,3,21,"","",NA,0,"","",NA,NA,"C","N",NA,"DO","LG","ET","",20060321,"3/21/2006","C39","20060321_C39",1,""
"C","39",2006,3,21,"","",NA,0,"","",NA,NA,"O","N","DO","DO","LG","ET","",20060321,"3/21/2006","C39","20060321_C39",4,""
"C","39",2005,7,19,"","",NA,0,"","",NA,NA,"O","N","CD","","CW","MB","",20050719,"7/19/2005","C39","20050719_C39",1,"CD"
"C","39",2005,7,19,"RR","",NA,1,"","",4,NA,"C","N","CD","","CW","MB","",20050719,"7/19/2005","C39","20050719_C39",4,"CD"
"C","39",2002,9,10,"","",NA,0,"","",NA,NA,"C","N","DO","","ZM","AT","1 Rr-4, from previous",20020910,"9/10/2002","C39","20020910_C39",1,"DO"
"C","39",2002,9,10,"","",NA,0,"","",NA,NA,"O","N","DO","","ZM","AT","",20020910,"9/10/2002","C39","20020910_C39",4,"DO"
"C","40",2002,10,7,"RR","",NA,1,"","J",3,NA,"C","N","DO","","AT","AT","",20021007,"10/7/2002","C40","20021007_C40",1,"DO"
"C","40",2002,10,7,"","",NA,0,"","",NA,NA,"O","N","DO","","AT","AT","",20021007,"10/7/2002","C40","20021007_C40",4,"DO"
"C","41",2000,11,22,"","",NA,0,"","",NA,NA,"O","Y","CD","","JT","IE","Checked only did not rebait",20001122,"11/22/2000","C41","20001122_C41",1,"CD"
"C","41",2000,11,22,"","",NA,0,"","",NA,NA,"O","N","CD","","JT","IE","Checked only did not rebait",20001122,"11/22/2000","C41","20001122_C41",4,"CD"
"C","41",2005,6,20,"RR","",NA,1,"","Adult",3,NA,"C","N","DO","","AB","AB","",20050620,"6/20/2005","C41","20050620_C41",1,"DO"
"C","41",2005,6,20,"","",NA,0,"","",NA,NA,"O","N","DO","","AB","AB","",20050620,"6/20/2005","C41","20050620_C41",4,"DO"
"C","42",2008,2,11,"RR","",NA,1,"","",3,NA,"C","N",NA,"DO","CB","DH","",20080211,"2/11/2008","C42","20080211_C42",1,""
"C","42",2008,2,11,"","",NA,0,"","",NA,NA,"O","Y","DO","DO","CB","DH","",20080211,"2/11/2008","C42","20080211_C42",4,""
"C","42",2005,5,24,"RR","",NA,1,"","Adult",3,NA,"C","N","CD","","AB","CW","",20050524,"5/24/2005","C42","20050524_C42",1,"CD"
"C","42",2005,5,24,"","",NA,0,"","",NA,NA,"O","N","CD","","AB","CW","",20050524,"5/24/2005","C42","20050524_C42",4,"CD"
"C","42",2004,6,15,"RR","",NA,1,"","Adult",5,NA,"C","N","DO","","JT RFT ACM","RFT","",20040615,"6/15/2004","C42","20040615_C42",1,"DO"
"C","42",2004,6,15,"","",NA,0,"","",NA,NA,"O","N","DO","","JT RFT ACM","RFT","",20040615,"6/15/2004","C42","20040615_C42",4,"DO"
"C","42",2003,8,13,"","",NA,0,"","",NA,NA,"C","N","DO","","JY","RK","",20030813,"8/13/2003","C42","20030813_C42",1,"DO"
"C","42",2003,8,13,"","",NA,0,"","",NA,NA,"O","N","DO","","JY","RK","",20030813,"8/13/2003","C42","20030813_C42",4,"DO"
"C","43",2000,10,30,"","",NA,0,"","",NA,NA,"C","N","CD","","MS","MJW","",20001030,"10/30/2000","C43","20001030_C43",1,"CD"
"C","43",2000,10,30,"","",NA,0,"","",NA,NA,"O","N","CD","","MS","MJW","",20001030,"10/30/2000","C43","20001030_C43",4,"CD"
"C","43",2001,8,23,"RR","",NA,1,"NR","NR",3,NA,"C","N","C","","CH","AC","",20010823,"8/23/2001","C43","20010823_C43",1,"C"
"C","43",2001,8,23,"","",NA,0,"","",NA,NA,"O","N","CD","","CH","AC","",20010823,"8/23/2001","C43","20010823_C43",4,"CD"
"C","43",2008,8,6,"","",NA,0,"","",NA,NA,"NC","","","CD","DH","DH","",20080806,"8/6/2008","C43","20080806_C43",1,""
"C","43",2008,8,6,"","",NA,0,"","",NA,NA,"O","N","CD","CD","DH","DH","",20080806,"8/6/2008","C43","20080806_C43",4,""
"C","49",2008,1,3,"","",NA,0,"","",NA,NA,"C","N",NA,"CD","DH","DH","1RR-2 Adult Male from previous week",20080103,"1/3/2008","C49","20080103_C49",1,""
"C","49",2008,1,3,"","",NA,0,"","",NA,NA,"O","Y","CD","CD","DH","DH","",20080103,"1/3/2008","C49","20080103_C49",4,""
"C","5",2013,1,28,"","",NA,NA,"","",NA,NA,"O","N",NA,"DO+AlleyCat lure","SO","MJ","",20130128,"1/28/2013","C5","20130128_C5",1,""
"C","5",2013,1,28,"","",NA,NA,"","",NA,NA,"O","Y","DO+AlleyCat lure","DO+AlleyCat lure","SO","MJ","",20130128,"1/28/2013","C5","20130128_C5",4,""
"C","5",2005,3,11,"","",NA,0,"","",NA,NA,"O","N","DO","","JB","CW","",20050311,"3/11/2005","C5","20050311_C5",1,"DO"
"C","5",2005,3,11,"","",NA,0,"","",NA,NA,"O","Y","DO","","JB","CW","",20050311,"3/11/2005","C5","20050311_C5",4,"DO"
"C","50",2008,7,31,"RR","",NA,1,"","",5,NA,"C","N",NA,"DO","CN","DH","",20080731,"7/31/2008","C50","20080731_C50",1,""
"C","50",2008,7,31,"","",NA,0,"","",NA,NA,"O","N","DO","DO","CN","DH","",20080731,"7/31/2008","C50","20080731_C50",4,""
"C","6",2011,1,14,"","",NA,NA,"","",NA,NA,"O","Y",NA,"LL","LH","LH","",20110114,"1/14/2011","C6","20110114_C6",1,""
"C","6",2011,1,14,"","",NA,NA,"","",NA,NA,"O","N","LL","LL","LH","LH","Needs a bait can",20110114,"1/14/2011","C6","20110114_C6",4,""
"C","6",2005,10,27,"RR","",NA,1,"M","Adult",2,NA,"C","N","DO","","ES","MB","",20051027,"10/27/2005","C6","20051027_C6",1,"DO"
"C","6",2005,10,27,"","",NA,0,"","",NA,NA,"O","N","DO","","ES","MB","",20051027,"10/27/2005","C6","20051027_C6",4,"DO"
"C","6",2004,6,28,"RR","",NA,1,"","Adult",3,NA,"C","N","CD","","AM","RK","",20040628,"6/28/2004","C6","20040628_C6",1,"CD"
"C","6",2004,6,28,"","",NA,0,"","",NA,NA,"O","N","CD","","AM","RK","",20040628,"6/28/2004","C6","20040628_C6",4,"CD"
"C","6",2014,9,22,"RR","",NA,1,"","Adult",4,NA,"C","N",NA,"DO","AR","LH","",20140922,"9/22/2014","C6","20140922_C6",1,NA
"C","6",2014,9,22,"","",NA,NA,"","",NA,NA,"O","Y",NA,"DO","AR","LH","",20140922,"9/22/2014","C6","20140922_C6",4,NA
"C","7",2001,11,30,"","",NA,0,"","",NA,NA,"O","Y","CD","","AC, CS","JH","",20011130,"11/30/2001","C7","20011130_C7",1,"CD"
"C","7",2001,11,30,"","",NA,0,"","",NA,NA,"O","N","CD","","AC, CS","JH","",20011130,"11/30/2001","C7","20011130_C7",4,"CD"
"C","7",2005,6,20,"","",NA,0,"","",NA,NA,"C","Y","DO","","AB","AB","",20050620,"6/20/2005","C7","20050620_C7",1,"DO"
"C","7",2005,6,20,"","",NA,0,"","",NA,NA,"O","N","DO","","AB","AB","",20050620,"6/20/2005","C7","20050620_C7",4,"DO"
"C","7",2014,7,14,"","",NA,NA,"","",NA,NA,"C","N",NA,"DO","KD","KG","",20140714,"7/14/2014","C7","20140714_C7",1,NA
"C","7",2014,7,14,"","",NA,NA,"","",NA,NA,"O","N",NA,"DO","KD","KG","",20140714,"7/14/2014","C7","20140714_C7",4,NA
"C","7",2008,7,24,"RR","",NA,1,"","",5,NA,"C","N","DO","CD","AV","DH","",20080724,"7/24/2008","C7","20080724_C7",1,""
"C","7",2008,7,24,"","",NA,0,"","",NA,NA,"O","N","CD","CD","AV","DH","",20080724,"7/24/2008","C7","20080724_C7",4,""
"C","7",2007,7,27,"RR","",NA,1,"","Adult",3,NA,"C","N","CD","DO","KG","DH","",20070727,"7/27/2007","C7","20070727_C7",1,""
"C","7",2007,7,27,"","",NA,0,"","",NA,NA,"O","N","DO","DO","KG","DH","",20070727,"7/27/2007","C7","20070727_C7",4,""
"C","7",2014,9,22,"","",NA,NA,"","",NA,NA,"O","N",NA,"DO","AR","LH","",20140922,"9/22/2014","C7","20140922_C7",1,NA
"C","7",2014,9,22,"","",NA,NA,"","",NA,NA,"O","Y",NA,"DO","AR","LH","",20140922,"9/22/2014","C7","20140922_C7",4,NA
"C","8",2008,4,16,"","",NA,0,"","",NA,NA,"C","Y",NA,"DO","IE","DFD","",20080416,"4/16/2008","C8","20080416_C8",1,""
"C","8",2008,4,16,"","",NA,0,"","",NA,NA,"O","Y","DO","DO","IE","DFD","",20080416,"4/16/2008","C8","20080416_C8",4,""
"C","8",2014,4,28,"","",NA,NA,"","",NA,NA,"O","Y",NA,"NONE","JT","KG","Closed all traps",20140428,"4/28/2014","C8","20140428_C8",1,NA
"C","8",2014,4,28,"RR","",NA,1,"M","Adult",2,NA,"C","N",NA,"NONE","JT","KG","Closed all traps",20140428,"4/28/2014","C8","20140428_C8",4,NA
"C","8",2000,8,1,"","",NA,0,"","",NA,NA,"O","Y","CD","","NG","VS","",20000801,"8/1/2000","C8","20000801_C8",1,"CD"
"C","8",2000,8,1,"","",NA,0,"","",NA,NA,"O","N","CD","","NG","VS","",20000801,"8/1/2000","C8","20000801_C8",4,"CD"
"C","8",2007,8,10,"","",NA,0,"","",NA,NA,"C","N","","DO","JH","DH","",20070810,"8/10/2007","C8","20070810_C8",1,""
"C","8",2007,8,10,"","",NA,0,"","",NA,NA,"O","N","DO","DO","JH","DH","",20070810,"8/10/2007","C8","20070810_C8",4,""
"C","8",2005,8,16,"RR","",NA,1,"M","Sub-Adult",3,NA,"C","N","DO","","AB, CW, ES","MB","",20050816,"8/16/2005","C8","20050816_C8",1,"DO"
"C","8",2005,8,16,"","",NA,0,"","",NA,NA,"O","N","DO","","AB, CW, ES","MB","",20050816,"8/16/2005","C8","20050816_C8",4,"DO"
"C","9",2004,12,27,"","",NA,0,"","",NA,NA,"O","N","DO","","SB","RK","",20041227,"12/27/2004","C9","20041227_C9",1,"DO"
"C","9",2004,12,27,"RR","",NA,1,"","Juvenile",2,NA,"C","N","DO","","SB","RK","ANTS",20041227,"12/27/2004","C9","20041227_C9",4,"DO"
"C","9",2011,3,7,"","",NA,NA,"","",NA,NA,"C","Y","","DO","HA","LH","",20110307,"3/7/2011","C9","20110307_C9",1,""
"C","9",2011,3,7,"","",NA,NA,"","",NA,NA,"O","Y","DO","DO","HA","LH","",20110307,"3/7/2011","C9","20110307_C9",4,""
"C","9",2009,4,16,"","",NA,0,"","",NA,NA,"C","N","DO","DO","DJ","DJ","",20090416,"4/16/2009","C9","20090416_C9",1,""
"C","9",2009,4,16,"","",NA,0,"","",NA,NA,"O","N","DO","DO","DJ","DJ","",20090416,"4/16/2009","C9","20090416_C9",4,""
"C","9",2000,8,1,"RR","",NA,1,"M","NR",3,NA,"C","N","CD","","NG","VS","",20000801,"8/1/2000","C9","20000801_C9",1,"CD"
"C","9",2000,8,1,"","",NA,0,"","",NA,NA,"O","N","CD","","NG","VS","",20000801,"8/1/2000","C9","20000801_C9",4,"CD"
"C","9",2014,9,22,"","",NA,NA,"","",NA,NA,"C","N",NA,"DO","AR","LH","",20140922,"9/22/2014","C9","20140922_C9",1,NA
"C","9",2014,9,22,"","",NA,NA,"","",NA,NA,"O","Y",NA,"DO","AR","LH","",20140922,"9/22/2014","C9","20140922_C9",4,NA
"D","1",2006,2,16,"","",NA,0,"","",NA,NA,"O","Y",NA,"DO","KB","ET","",20060216,"2/16/2006","D1","20060216_D1",1,""
"D","1",2006,2,16,"","",NA,0,"","",NA,NA,"O","N","DO","DO","KB","ET","",20060216,"2/16/2006","D1","20060216_D1",4,""
"D","1",2014,5,5,"","",NA,NA,"","",NA,NA,"C","Y",NA,"NONE","KG","KP","Closed All, SPRW-4",20140505,"5/5/2014","D1","20140505_D1",1,NA
"D","1",2014,5,5,"","",NA,NA,"","",NA,NA,"O","N",NA,"NONE","KG","KP","Closed All",20140505,"5/5/2014","D1","20140505_D1",4,NA
"D","1",2005,6,13,"","",NA,0,"","",NA,NA,"O","N","DO","","CW, JB","AB","",20050613,"6/13/2005","D1","20050613_D1",1,"DO"
"D","1",2005,6,13,"","",NA,0,"","",NA,NA,"C","N","DO","","CW, JB","AB","",20050613,"6/13/2005","D1","20050613_D1",4,"DO"
"D","10",2013,4,22,"RR","",NA,1,"M","Adult",2,NA,"C","N",NA,"CD","JM","MJ","",20130422,"4/22/2013","D10","20130422_D10",1,""
"D","10",2013,4,22,"","",NA,NA,"","",NA,NA,"O","N","CD","CD","JM","MJ","",20130422,"4/22/2013","D10","20130422_D10",4,""
"D","10",2014,6,10,"","",NA,NA,"","",NA,NA,"O","N",NA,"WM","SO","KP","",20140610,"6/10/2014","D10","20140610_D10",1,NA
"D","10",2014,6,10,"","",NA,NA,"","",NA,NA,"C","N",NA,"WM","SO","KP","RR-1 lit",20140610,"6/10/2014","D10","20140610_D10",4,NA
"D","10",2001,6,5,"","",NA,0,"","",NA,NA,"O","Y","CD","","RT","AC","",20010605,"6/5/2001","D10","20010605_D10",1,"CD"
"D","10",2001,6,5,"","",NA,0,"","",NA,NA,"O","N","CD","","RT","AC","",20010605,"6/5/2001","D10","20010605_D10",4,"CD"
"D","11",2003,4,8,"RR","",NA,1,"UNK","Adult",3,NA,"C","N","CD","","NH","NH","",20030408,"4/8/2003","D11","20030408_D11",1,"CD"
"D","11",2003,4,8,"","",NA,0,"","",NA,NA,"O","N","CD","","NH","NH","",20030408,"4/8/2003","D11","20030408_D11",4,"CD"
"D","11",2001,6,1,"","",NA,0,"","",NA,NA,"O","Y","CD","","AC","AC","",20010601,"6/1/2001","D11","20010601_D11",1,"CD"
"D","11",2001,6,1,"","",NA,0,"","",NA,NA,"O","N","CD","","AC","AC","",20010601,"6/1/2001","D11","20010601_D11",4,"CD"
"D","12",2012,10,16,"","",NA,NA,"","",NA,NA,"C","N",NA,"DO","HA","RK","",20121016,"10/16/2012","D12","20121016_D12",1,""
"D","12",2012,10,16,"","",NA,NA,"","",NA,NA,"O","N","DO","DO","HA","RK","",20121016,"10/16/2012","D12","20121016_D12",4,""
"D","12",2012,9,12,"","",NA,NA,"","",NA,NA,"O","N","DO","DO","JT","RK","Bait can found on its side",20120912,"9/12/2012","D12","20120912_D12",1,""
"D","12",2012,9,13,"","",NA,NA,"","",NA,NA,"C","N","DO","DO","JT","RK","Reset trap/transmitter; did not rebait",20120913,"9/13/2012","D12","20120913_D12",2,""
"D","13",2004,10,24,"RR","",NA,1,"","Juvenile",2,NA,"C","N","DO","","ZM","SB","",20041024,"10/24/2004","D13","20041024_D13",1,"DO"
"D","13",2004,10,24,"","",NA,0,"","",NA,NA,"O","N","DO","","ZM","SB","",20041024,"10/24/2004","D13","20041024_D13",4,"DO"
"D","13",2005,5,3,"","",NA,0,"","",NA,NA,"O","Y","DO","","IE, RK, CW","CW","",20050503,"5/3/2005","D13","20050503_D13",1,"DO"
"D","13",2005,5,3,"","",NA,0,"","",NA,NA,"C","N","DO","","CW, JB","RK","",20050503,"5/3/2005","D13","20050503_D13",4,"DO"
"D","13",2013,6,2,"","",NA,NA,"","",NA,NA,"O","Y","","DO","SO","KG","",20130602,"6/2/2013","D13","20130602_D13",1,""
"D","13",2013,6,2,"","",NA,NA,"","",NA,NA,"O","N","DO","DO","SO","KG","",20130602,"6/2/2013","D13","20130602_D13",4,""
"D","13",2011,7,26,"","",NA,NA,"","",NA,NA,"O","Y","DO","LL","RK,Tani Kaholoaa","DME","",20110726,"7/26/2011","D13","20110726_D13",1,""
"D","13",2011,7,26,"","",NA,NA,"","",NA,NA,"O","N","LL","LL","RK,Tani Kaholoaa","DME","",20110726,"7/26/2011","D13","20110726_D13",4,""
"D","13",2007,8,27,"","",NA,0,"","",NA,NA,"O","Y","LL","DO","KG","KG","",20070827,"8/27/2007","D13","20070827_D13",1,""
"D","13",2007,8,27,"","",NA,0,"","",NA,NA,"O","N","DO","DO","KG","KG","",20070827,"8/27/2007","D13","20070827_D13",4,""
"D","14",2013,4,22,"RR","",NA,1,"M","Adult",2,NA,"C","N",NA,"CD","JM","MJ","",20130422,"4/22/2013","D14","20130422_D14",1,""
"D","14",2013,4,22,"","",NA,NA,"","",NA,NA,"O","N","CD","CD","JM","MJ","",20130422,"4/22/2013","D14","20130422_D14",4,""
"D","14",2008,4,24,"","",NA,0,"","",NA,NA,"O","Y","CD","DO","DH","DH","",20080424,"4/24/2008","D14","20080424_D14",1,""
"D","14",2008,4,24,"","",NA,0,"","",NA,NA,"O","N","DO","DO","DH","DH","",20080424,"4/24/2008","D14","20080424_D14",4,""
"D","14",2011,8,8,"","",NA,NA,"","",NA,NA,"C","Y","DO","DO","DF","DME","",20110808,"8/8/2011","D14","20110808_D14",1,""
"D","14",2011,8,8,"","",NA,NA,"","",NA,NA,"C","N","DO","DO","DF","DME","",20110808,"8/8/2011","D14","20110808_D14",4,""
"D","15",2012,12,18,"","",NA,NA,"","",NA,NA,"O","Y",NA,"DO,","SO","RK","",20121218,"12/18/2012","D15","20121218_D15",1,""
"D","15",2012,12,18,"","",NA,NA,"","",NA,NA,"O","N","DO,","DO,","SO","RK","",20121218,"12/18/2012","D15","20121218_D15",4,""
"D","15",2012,3,12,"","",NA,NA,"","",NA,NA,"O","Y","DO,","DO","BC","CB","",20120312,"3/12/2012","D15","20120312_D15",1,""
"D","15",2012,3,12,"","",NA,NA,"","",NA,NA,"O","N","DO","DO","BC","CB","",20120312,"3/12/2012","D15","20120312_D15",4,""
"D","15",2004,3,23,"","",NA,0,"","",NA,NA,"C","Y","DO","","KD","KD","",20040323,"3/23/2004","D15","20040323_D15",1,"DO"
"D","15",2004,3,23,"FC","",NA,1,"M","Adult",1,NA,"C","N","DO","","RK","KD","Dispatched by RK, necropsy by IE, KD, MB",20040323,"3/23/2004","D15","20040323_D15",4,"DO"
"D","15",2003,3,3,"","",NA,0,"","",NA,NA,"O","Y","IK","","BH","ZM","",20030303,"3/3/2003","D15","20030303_D15",1,"IK"
"D","15",2003,3,3,"","",NA,0,"","",NA,NA,"O","N","IK","","BH","ZM","",20030303,"3/3/2003","D15","20030303_D15",4,"IK"
"D","15",2003,5,1,"","",NA,0,"","",NA,NA,"O","Y","IK","","CS","RK","",20030501,"5/1/2003","D15","20030501_D15",1,"IK"
"D","15",2003,5,1,"","",NA,0,"","",NA,NA,"O","N","IK","","CS","RK","",20030501,"5/1/2003","D15","20030501_D15",4,"IK"
"D","15",2007,5,29,"","",NA,0,"","",NA,NA,"O","Y","","CD","IE","KG","",20070529,"5/29/2007","D15","20070529_D15",1,""
"D","15",2007,5,29,"","",NA,0,"","",NA,NA,"C","Y","CD","CD","IE","KG","",20070529,"5/29/2007","D15","20070529_D15",4,""
"D","16",2012,10,1,"","",NA,NA,"","",NA,NA,"C","N",NA,"CD","SO","RK","",20121001,"10/1/2012","D16","20121001_D16",1,""
"D","16",2012,10,1,"","",NA,NA,"","",NA,NA,"O","N","CD","CD","SO","RK","",20121001,"10/1/2012","D16","20121001_D16",4,""
"D","16",2012,11,7,"RR","",NA,1,"M","Adult",2,NA,"O","N","CD","CD","SO","RK","",20121107,"11/7/2012","D16","20121107_D16",1,""
"D","16",2012,11,7,"","",NA,NA,"","",NA,NA,"O","N","CD","CD","SO","RK","",20121107,"11/7/2012","D16","20121107_D16",4,""
"D","16",2013,3,25,"RR","",NA,1,"M","Juvenile",2,NA,"C","N","CD","Dog food, BC gland lure.","SO","KG","",20130325,"3/25/2013","D16","20130325_D16",1,""
"D","16",2013,3,25,"","",NA,NA,"","",NA,NA,"O","N","Dog food, BC gland lure.","Dog food, BC gland lure.","SO","KG","",20130325,"3/25/2013","D16","20130325_D16",4,""
"D","17",2003,11,30,"","",NA,0,"","",NA,NA,"O","Y","DO","","PM","PM","",20031130,"11/30/2003","D17","20031130_D17",1,"DO"
"D","17",2003,11,30,"","",NA,0,"","",NA,NA,"O","N","DO","","PM","PM","",20031130,"11/30/2003","D17","20031130_D17",4,"DO"
"D","17",2002,12,30,"RR","",NA,1,"M","A",2,NA,"C","N","DO","","BH","RK","",20021230,"12/30/2002","D17","20021230_D17",1,"DO"
"D","17",2002,12,30,"","",NA,0,"","",NA,NA,"O","N","DO","","BH","RK","",20021230,"12/30/2002","D17","20021230_D17",4,"DO"
"D","17",2014,6,30,"","",NA,NA,"","",NA,NA,"C","Y",NA,"DO","GM","KP","",20140630,"6/30/2014","D17","20140630_D17",1,NA
